taxa	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
X223546	0	42	0	0	0	63	48	27	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X38522	0	3	2	0	0	0	4	0	0	4	115	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0
X223053	1	5	1	0	0	3	18	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X223593	2	3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X295166	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X35440	10	68	12	0	0	63	106	29	0	1	120	17	3	3	2	0	0	0	0	3	1	0	0	0	1	0
X173906	1	0	11	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
X12175	0	0	2	0	0	1	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X12178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X556066	8	169	124	1	4	45	238	30	5	91	5634	70	27	75	46	9	46	13	1	0	1	0	0	1	1	3
X585547	0	3	7	0	0	1	4	1	0	0	15	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
X100282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X140229	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X30568	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X95950	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X277142	1	4	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X236466	0	4	19	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X100126	7	12	24	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X390886	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X593699	7	288	11	4	2	184	11900	274	16	8	11	22	5	5	1	1	2	1	0	13	4	1	2	2	8	2
X574432	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X321316	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X29284	1	135	2	0	0	4	93	2	1	0	0	5	2	2	3	0	0	0	7	14	2	0	0	0	3	0
X137631	0	2	0	0	0	0	3	6	1	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X145846	0	290	0	0	1	75	140	63	2	0	0	1	1	2	2	0	0	0	0	2	1	0	0	0	3	0
X239951	0	11	6	0	0	10	360	8	9	0	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X99211	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12369	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X219876	0	2	2	0	0	0	108	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X12368	0	5	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X549839	0	24	0	0	0	0	2	0	5	1	7	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0
X248784	2	116	0	0	0	0	8	3	0	0	0	4	0	0	0	0	0	0	4	8	0	0	0	0	0	0
X588981	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X211794	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X255731	4	285	2	0	0	6	3	1	0	0	1	3	0	1	0	0	0	0	0	2	2	0	0	0	1	0
X12364	0	7	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X329045	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X58688	0	54	14	0	0	0	26	2	0	0	0	12	0	1	1	0	0	0	0	0	0	0	0	0	0	0
X206642	8	179	0	0	0	0	12	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
X230798	5	84	36	0	0	16	14	19	0	0	4	0	2	4	2	0	0	0	0	6	1	0	0	0	0	0
X236808	2	584	78	0	0	6	2	4	0	0	1	0	32	67	82	2	0	0	0	3	0	0	0	1	2	2
X446480	0	65	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X133467	0	0	1	0	0	1	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X133829	0	0	0	0	0	1	36	10	0	0	0	0	2	3	5	0	0	0	0	0	0	0	0	0	0	0
X40713	0	0	0	0	0	5	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12530	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X512791	0	0	1	0	0	0	11	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X565692	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X529501	0	0	0	0	0	156	583	15	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0
X113648	0	1	0	0	0	49	225	6	1	0	0	0	0	0	0	0	0	2	0	4	2	0	0	0	0	0
X12533	1	0	0	0	0	16	285	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X449684	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X274278	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X26586	1	22	2	0	0	0	7	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
X33876	1	85	4	0	0	28	70	17	227	5	4	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0
X138116	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X187652	1	1	0	0	0	0	157	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X86198	0	2	1	0	0	5	15	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12541	0	2	1	0	0	21	28	1	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12538	0	2	0	0	0	0	14	0	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X369064	1	62	2	0	0	22	596	24	130	3	3	0	0	2	0	0	0	0	1	3	0	0	0	0	2	0
X566454	0	0	0	0	0	3	17	2	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X240850	4	0	0	0	0	13	697	10	2	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X139920	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X109814	1	21	0	0	0	9	12	6	78	3	3	1	1	0	0	0	0	0	4	6	2	0	0	0	0	0
X237179	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X138141	0	0	0	0	0	9	22	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X102681	0	1	0	0	0	51	81	17	0	0	0	0	0	0	0	0	1	0	0	9	4	0	0	0	1	0
X185633	0	5	15	0	0	0	34	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X157133	0	0	1	0	0	16	51	8	76	1	0	0	0	0	1	0	0	2	0	5	1	0	0	0	0	2
X99155	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X104526	1	44	3	0	0	7	7	1	1	0	0	1	0	0	0	0	0	0	20	12	1	0	0	0	0	0
X285415	0	3	0	0	0	0	0	0	0	0	0	0	1	2	28	0	0	0	0	0	0	0	0	0	0	0
X429838	0	0	19	0	0	4	10	5	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
X254649	2	3	41	0	0	0	11	1	0	0	0	0	4	2	1	0	1	0	0	2	1	0	0	0	0	0
X12321	1	25	377	0	0	5	44	41	0	1	11	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
X47463	1	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X88451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X557925	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X101632	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X255914	0	2	4	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X338568	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12340	2	8	10	0	0	35	7	14	0	0	1	0	2	0	0	1	0	0	0	3	1	0	0	0	0	0
X101394	0	47	18	0	0	7	5	13	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
X593259	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X161011	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X532097	7	4	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
X252063	0	0	0	0	0	0	0	0	0	0	1	0	6	2	3	0	0	0	0	0	0	0	0	0	0	0
X127458	0	1	5	0	0	1	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X249637	0	1	8	0	0	2	18	5	2	3	7	0	1	2	0	19	81	55	2	5	0	0	0	0	0	0
X289962	1	0	0	0	0	0	0	0	0	0	43	105	3	0	2	0	0	0	0	0	0	0	0	0	0	0
X12357	1	0	0	0	0	0	4	0	2	0	0	1	1	5	7	1	0	0	0	0	0	0	0	0	0	0
X551705	0	1	4	0	0	5	16	9	0	0	9	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0
X571690	4	76	30	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
X12343	1	58	57	0	0	5	32	7	0	0	1	0	0	9	13	0	1	0	0	1	1	0	0	0	0	0
X177558	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12346	0	4	36	0	0	34	4	23	0	0	1	0	4	24	38	0	0	1	0	1	0	0	0	0	0	0
X103732	1	1	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X216782	0	21	31	0	0	1	19	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X25340	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X304693	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X375136	12	318	268	1	0	48	144	37	0	1	8	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
X280631	0	3	49	0	0	30	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X103561	2	2	6	0	1	30	14	4	4	0	0	0	3	0	0	0	1	1	2	1	0	0	0	0	0	0
X186856	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X39735	2	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0
X26352	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X315761	5	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X44206	1	0	1	0	0	6	20	1	84	2	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0
X244196	2	2	46	0	0	34	10	21	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
X12542	0	1	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
X232214	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X521907	0	2	5	0	0	0	31	10	0	0	2	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0
X139651	3	20	47	0	0	8	29	9	0	0	8	0	0	6	9	10	37	32	0	6	0	0	0	0	1	0
X241541	0	3	2	0	0	3	7	3	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0
X195654	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X147441	8	0	17	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
X400183	0	2	3	0	0	0	4	2	0	0	13	3	0	1	3	1	3	0	0	0	0	0	0	0	0	0
X71022	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X72525	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X238919	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X152486	1	3	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X285868	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0
X102216	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X142602	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X114038	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X77730	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
X99714	10	4	2	0	0	1	1	0	0	0	6	0	0	0	0	1	1	1	0	2	3	0	0	0	0	0
X194301	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X582466	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12592	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X71888	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X33696	0	0	0	0	0	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X192142	0	0	1	0	0	21	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X31123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X67658	0	0	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X238830	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X524457	0	1	1	0	1	8	9	6	109	3	3	0	3	0	0	0	0	1	0	0	1	0	0	1	1	0
X245707	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X112481	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X527314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X522040	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X470273	0	0	0	0	0	95	0	165	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X83011	0	1	1	0	0	1561	41	363	8	3	3	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0
X215248	34	0	0	0	0	6	0	0	33	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X303554	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X181971	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X109194	0	3	2	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
X79234	0	0	0	1	0	41	9	38	704	16	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X469488	0	0	0	0	0	28	2	18	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X12558	0	0	0	0	0	14	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X28461	30	0	0	0	0	34	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X58541	0	0	0	0	0	3	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X26061	0	0	0	0	0	190	14	169	13	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X583523	0	0	0	0	0	87	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X584347	2	4	0	0	2	5757	178	4258	27	10	3	2	5	6	2	2	3	1	5	0	0	0	1	0	2	2
X561935	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X414138	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X109929	0	0	0	0	0	21	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X103151	0	0	0	0	0	90	3	0	121	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X23149	0	0	0	0	0	17	0	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X12561	0	0	0	0	0	110	4	60	7	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
X24150	0	0	0	0	1	1496	35	671	6	2	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
X49536	0	0	0	0	0	23	2	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X565742	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X591960	0	0	0	0	0	7	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X12562	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X588670	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X470693	0	0	0	29	0	105	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X131712	0	0	0	769	1	190	89	8	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	0	0	0
X131783	0	0	0	0	0	45	118	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12568	0	0	0	4	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X67513	0	0	3	1	3	120	9	102	2584	30	14	2	2	0	2	4	0	5	0	0	0	2	12	1	0	0
X152869	0	0	0	0	0	19	3	0	126	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X90040	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X168533	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12570	0	0	0	0	0	202	3	150	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
X23235	0	2	0	15	7	1621	80	335	4393	287	13	1	2	1	3	2	2	5	1	0	0	12	13	1	1	1
X12567	0	0	0	1	0	37	8	8	100	8	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
X82476	0	0	0	0	0	2	3	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X50842	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12569	0	0	0	0	0	3	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X560661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12589	0	0	0	0	0	51	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X252421	0	0	0	0	2	137	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X36025	0	0	0	0	0	149	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X100122	0	0	0	0	0	105	169	11	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
X114941	0	0	0	0	0	1	6	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
X22581	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X441454	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X266173	0	0	0	0	0	8	837	5	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X261705	3	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X172245	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12447	0	2	1	0	0	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X538876	1	1	0	0	0	16	7	8	1	1	1	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0
X530345	0	0	1	0	0	14	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X591049	0	0	1	0	0	7	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X44941	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X143890	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X230376	0	2	0	0	0	167	0	1	1	0	1	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0
X183694	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X133295	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X103120	0	0	0	0	1	5	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X136948	0	0	0	0	0	3	1	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X273126	0	0	0	0	0	33	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X113789	0	0	0	0	0	2	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X182895	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X555009	0	0	3	0	0	29	54	20	0	0	0	0	0	0	0	0	0	3	0	7	2	0	0	0	0	0
X530833	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X272161	2	0	0	0	0	2	1	1	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X226642	1	5	0	0	0	4	2	2	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X158234	5	4	2	0	0	10	7	1	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0
X104744	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X589054	0	0	0	0	0	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X529839	1	46	64	0	0	178	1408	529	4	4	12	1	1	7	8	17	56	49	2	5	3	1	0	0	1	0
X567669	1	0	3	1	1	389	3000	1137	6	6	2	3	1	3	1	0	5	23	4	9	8	0	0	0	1	0
X274801	0	0	0	0	0	0	6	1	0	0	22	17	0	0	1	0	0	0	0	0	1	0	0	0	0	0
X566596	0	0	0	0	0	16	2	0	105	4	3	0	1	0	3	0	2	1	1	0	0	1	0	0	0	0
X543491	1	3	3	2	7	1860	91	172	15226	243	151	5	14	7	10	1	11	37	3	6	2	3	3	13	8	6
X58301	0	5	1	3	4	5485	253	1958	2259	287	196	6	17	7	18	1	6	15	6	10	2	3	2	10	8	1
X471141	8	20	13	15	12	9196	306	782	91809	1150	491	21	58	23	52	9	19	138	12	18	10	17	16	25	29	11
X224448	3	1	2	0	0	2	14	4	2	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
X318338	0	0	0	0	0	13	29	13	1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0
X152108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X341415	0	0	1	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X158010	50	6	15	0	0	43	9	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
X102954	1	1	1	0	0	270	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X193899	0	0	1	0	0	314	6	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X235825	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X237889	0	1	0	0	0	2	5	2	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X140877	0	0	0	0	0	6	18	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X564646	0	0	0	0	0	12	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X338075	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X100937	2	3	0	2	2	3910	12143	572	18	14	12	3	8	3	1	0	9	8	0	3	1	2	2	3	0	3
X130481	0	4	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X568886	0	1	0	0	0	19	67	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X317982	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X137387	0	0	0	0	0	6	22	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X290069	0	0	0	0	0	34	28	17	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
X113691	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X581042	10	141	39	0	0	38	69	40	0	0	0	2	1	7	10	0	1	0	0	10	5	0	0	0	2	0
X239892	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X383501	0	6	6	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X369524	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X267323	11	270	62	0	0	25	54	25	0	0	0	3	3	7	11	0	0	0	0	11	12	0	0	1	2	1
X258212	0	6	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
