taxa	Kingdom	Phylum	Class	Order	Family	Genus	Species
X143938	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	NA
X149097	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	NA
X221332	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	NA
X561288	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X238440	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X593215	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X518643	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X150452	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X100628	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X318992	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X540952	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X519715	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	SA-8	NA
X141219	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaetaaurantia
X90465	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaetaaurantia
X101217	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaetaaurantia
X89329	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaetaaurantia
X266509	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	NA	NA
X106877	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	NA	NA
X586280	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	NA	NA
X37803	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	NA	NA
X103241	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	NA	NA
X79121	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	P30-6	NA
X108101	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	P30-6	NA
X157633	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	P30-6	NA
X326880	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	P30-6	NA
X63216	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X3801	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X149144	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X221514	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X212910	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X235371	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X347105	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X100167	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X159087	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X538030	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X534608	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X540607	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	TM3	NA
X320359	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	KSA2	NA
X101310	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	KSA2	NA
X249670	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	KSA2	NA
X342035	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X251576	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X128374	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X242567	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X306448	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X99658	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X112885	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X548153	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X240434	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X105791	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X237886	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X139238	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
X143791	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	SJA-88	NA
X550451	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	SJA-88	NA
X334061	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	SJA-88	NA
X317015	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	SJA-88	NA
X143845	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	SJA-88	NA
X88155	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	NA	NA
X4386	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	Leptonema	Leptonemaillini
X562022	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	NA
X584418	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	NA
X591769	Bacteria	MVP-15	NA	NA	NA	NA	NA
X95720	Bacteria	MVP-15	NA	NA	NA	NA	NA
X454145	Bacteria	MVP-15	NA	NA	NA	NA	NA
X559657	Bacteria	MVP-15	NA	NA	NA	NA	NA
X515032	Bacteria	MVP-15	NA	NA	NA	NA	NA
X249529	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfonatronospira	NA
X129416	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronumaceae	Desulfonatronum	NA
X103231	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfonatronumaceae	Desulfonatronum	NA
X327333	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X331480	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X255272	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X39982	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X114294	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X111897	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriovulgaris
X192132	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophilawadsworthia
X10517	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophilawadsworthia
X407754	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	LE30	NA
X193418	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	LE30	NA
X321186	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X10518	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X585650	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X558603	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X25583	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X10526	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriodesulfuricans
X33199	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriodesulfuricans
X51535	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X147645	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
X137367	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
X361169	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
X201363	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
X156761	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X235762	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
X567650	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
X219355	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
X102412	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
X338150	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioputealis
X10470	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X243561	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X351705	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X384155	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomagneticus
X10463	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X195717	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X92508	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriobastinii
X10444	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X104557	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X87605	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriodechloracetivorans
X54085	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X81681	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
X34507	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrioaminophilus
X536531	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomexicanus
X341019	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomexicanus
X10455	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomexicanus
X19551	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriomexicanus
X102653	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriocavernae
X245878	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibriocavernae
X23777	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobiumorale
X210958	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	NA
X519283	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	NA
X236160	Bacteria	SBR1093	A712011	NA	NA	NA	NA
X231910	Bacteria	SBR1093	A712011	NA	NA	NA	NA
X222885	Bacteria	SBR1093	NA	NA	NA	NA	NA
X206024	Bacteria	SBR1093	NA	NA	NA	NA	NA
X263284	Bacteria	SBR1093	NA	NA	NA	NA	NA
X203274	Bacteria	SBR1093	VHS-B5-50	NA	NA	NA	NA
X202279	Bacteria	SBR1093	VHS-B5-50	NA	NA	NA	NA
X176114	Bacteria	SBR1093	VHS-B5-50	NA	NA	NA	NA
X22125	Bacteria	SBR1093	VHS-B5-50	NA	NA	NA	NA
X11293	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Streptobacillus	Streptobacillusmoniliformis
X407576	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Streptobacillus	NA
X31235	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X73887	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X236623	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X70628	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X74391	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X93158	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X70038	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X59574	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X529857	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	Leptotrichiabuccalis
X38061	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X484462	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X237034	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X70804	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X74059	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X11297	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X566658	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia	NA
X105657	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	NA
X11301	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	NA
X34513	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	Propionigeniummaris
X110394	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	NA
X240997	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Propionigenium	NA
X591820	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	u114	NA
X11319	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
X470429	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacteriumnecrophorum
X550936	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
X368299	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
X64396	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
X518865	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
X374052	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
X470451	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
X288565	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
X345114	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	J2-29	NA
X332164	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	J2-29	NA
X11302	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Cetobacterium	NA
X99826	Bacteria	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Cetobacterium	Cetobacteriumsomerae
X113012	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X200351	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X289019	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X322615	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X294314	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X185117	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X529404	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X576850	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X587510	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X514061	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X301007	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X518823	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X145737	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X347587	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X297155	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X571343	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X291419	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X544009	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X357591	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X357766	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X165445	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X329032	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X319287	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X342452	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X336245	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X310545	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X513605	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X320640	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X313733	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X309413	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X301272	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X512484	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X259677	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X114288	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X531589	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X348767	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X319528	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X266800	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X177477	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X562962	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X233848	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X555400	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X265639	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X232434	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X325403	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X230132	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X525853	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X509454	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X277047	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X292124	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X272602	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X213966	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X559991	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X229533	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X323989	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X580081	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X50779	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X545091	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X271356	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	NA
X429439	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	NA
X591314	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Entomoplasma	NA
X582830	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Entomoplasma	NA
X103527	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasmamobile
X536325	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasmaneurolyticum
X60702	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
X15912	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
X179109	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
X217901	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
X15828	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	NA
X76821	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasmapenetrans
X77895	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
X280502	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	NA	NA
X568172	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	NA	NA
X255073	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	NA	NA
X305348	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	NA	NA
X15703	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	NA
X555555	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	NA	NA
X274442	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA
X287510	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	NA
X129426	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Sharpea	NA
X584755	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Sharpea	p-3329-23G2
X522353	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	NA
X74862	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacilluscateniformis
X326369	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	NA
X233953	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	NA
X151870	Bacteria	Tenericutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	NA
